"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 05, 2015","18,057.65","17,755.50","18,066.76","17,646.80","452.96M","1.66%"
"Mar 29, 2015","17,763.24","17,727.48","18,008.64","17,585.01","414.24M","0.29%"
"Mar 22, 2015","17,712.66","18,136.73","18,205.93","17,579.27","512.78M","-2.29%"
"Mar 15, 2015","18,127.65","17,751.24","18,197.29","17,697.52","757.34M","2.13%"
"Mar 08, 2015","17,749.31","17,856.56","18,031.04","17,620.49","533.57M","-0.60%"
"Mar 01, 2015","17,856.78","18,134.05","18,288.63","17,825.15","443.72M","-1.52%"
"Feb 22, 2015","18,132.70","18,140.76","18,244.38","18,054.84","426.08M","-0.04%"
"Feb 15, 2015","18,140.44","18,019.80","18,144.29","17,878.37","364.37M","0.67%"
"Feb 08, 2015","18,019.35","17,821.49","18,037.41","17,685.32","463.80M","1.09%"
"Feb 01, 2015","17,824.29","17,169.99","17,951.09","17,037.76","497.00M","3.84%"
"Jan 25, 2015","17,164.95","17,668.11","17,696.36","17,136.30","619.39M","-2.87%"
"Jan 18, 2015","17,672.60","17,516.96","17,840.89","17,346.73","424.23M","0.92%"
"Jan 11, 2015","17,511.57","17,742.05","17,923.01","17,243.55","536.02M","-1.27%"
"Jan 04, 2015","17,737.37","17,821.30","17,916.04","17,262.37","517.34M","-0.54%"
"Dec 28, 2014","17,832.99","18,046.58","18,073.04","17,731.30","260.46M","-1.22%"
"Dec 21, 2014","18,053.71","17,812.25","18,103.45","17,812.25","276.78M","1.40%"
"Dec 14, 2014","17,804.80","17,285.74","17,874.03","17,067.59","816.59M","3.03%"
"Dec 07, 2014","17,280.83","17,954.94","17,960.56","17,280.83","516.24M","-3.78%"
"Nov 30, 2014","17,958.79","17,827.27","17,991.19","17,726.55","423.13M","0.73%"
"Nov 23, 2014","17,828.24","17,812.63","17,893.42","17,790.89","321.61M","0.10%"
"Nov 16, 2014","17,810.06","17,631.85","17,894.83","17,603.89","450.22M","0.99%"
"Nov 09, 2014","17,634.74","17,568.98","17,705.48","17,536.17","353.68M","0.35%"
"Nov 02, 2014","17,573.93","17,390.90","17,575.33","17,278.36","390.98M","1.05%"
"Oct 26, 2014","17,390.52","16,796.10","17,395.54","16,729.83","434.69M","3.48%"
"Oct 19, 2014","16,805.41","16,373.15","16,811.71","16,260.54","481.31M","2.59%"
"Oct 12, 2014","16,380.41","16,535.43","16,602.41","15,855.12","648.20M","-0.99%"
"Oct 05, 2014","16,544.10","17,010.34","17,099.39","16,543.91","481.47M","-2.74%"
"Sep 28, 2014","17,009.69","17,107.69","17,145.10","16,674.04","440.18M","-0.60%"
"Sep 21, 2014","17,113.15","17,271.71","17,277.88","16,945.80","400.10M","-0.96%"
"Sep 14, 2014","17,279.74","16,988.76","17,350.64","16,951.38","667.67M","1.72%"
"Sep 07, 2014","16,987.51","17,131.71","17,137.88","16,937.67","357.93M","-0.87%"
"Aug 31, 2014","17,137.36","17,097.42","17,161.55","17,009.07","272.33M","0.23%"
"Aug 24, 2014","17,098.45","17,011.81","17,153.80","17,011.81","303.16M","0.57%"
"Aug 17, 2014","17,001.22","16,664.45","17,074.59","16,664.45","334.35M","2.03%"
"Aug 10, 2014","16,662.91","16,557.27","16,775.27","16,518.06","365.90M","0.66%"
"Aug 03, 2014","16,553.93","16,493.72","16,596.22","16,333.78","394.33M","0.37%"
"Jul 27, 2014","16,493.37","16,956.91","17,056.46","16,437.07","406.44M","-2.75%"
"Jul 20, 2014","16,960.57","17,095.11","17,133.43","16,915.65","352.67M","-0.82%"
"Jul 13, 2014","17,100.18","16,950.93","17,151.56","16,950.93","485.58M","0.92%"
"Jul 06, 2014","16,943.81","17,063.83","17,063.83","16,805.38","331.95M","-0.73%"
"Jun 29, 2014","17,068.26","16,852.49","17,074.65","16,801.94","289.05M","1.28%"
"Jun 22, 2014","16,851.84","16,946.50","16,969.70","16,746.09","419.13M","-0.56%"
"Jun 15, 2014","16,947.08","16,765.56","16,978.02","16,722.86","542.72M","1.02%"
"Jun 08, 2014","16,775.74","16,926.08","16,970.17","16,703.73","361.33M","-0.88%"
"Jun 01, 2014","16,924.28","16,716.85","16,924.28","16,673.65","341.95M","1.24%"
"May 25, 2014","16,717.17","16,607.42","16,721.22","16,607.42","304.03M","0.67%"
"May 18, 2014","16,606.27","16,490.35","16,613.07","16,341.30","354.64M","0.70%"
"May 11, 2014","16,491.31","16,584.82","16,735.51","16,397.46","440.80M","-0.55%"
"May 04, 2014","16,583.34","16,509.75","16,622.95","16,357.35","389.16M","0.43%"
"Apr 27, 2014","16,512.89","16,363.20","16,620.06","16,312.66","424.26M","0.93%"
"Apr 20, 2014","16,361.46","16,408.92","16,565.71","16,333.78","412.13M","-0.29%"
"Apr 13, 2014","16,408.54","16,028.29","16,460.49","16,028.29","418.72M","2.38%"
"Apr 06, 2014","16,026.75","16,414.15","16,456.12","16,015.32","538.70M","-2.35%"
"Mar 30, 2014","16,412.71","16,324.22","16,631.63","16,324.22","452.22M","0.55%"
"Mar 23, 2014","16,323.06","16,303.28","16,466.04","16,191.79","472.52M","0.12%"
"Mar 16, 2014","16,302.77","16,066.37","16,456.45","16,066.37","703.39M","1.48%"
"Mar 09, 2014","16,065.67","16,453.10","16,460.33","16,046.99","396.08M","-2.35%"
"Mar 02, 2014","16,452.72","16,321.71","16,505.70","16,071.25","419.44M","0.80%"
"Feb 23, 2014","16,321.71","16,102.27","16,398.95","16,102.27","657.78M","1.36%"
"Feb 16, 2014","16,103.30","16,153.97","16,225.72","16,006.59","376.12M","-0.32%"
"Feb 09, 2014","16,154.39","15,793.63","16,175.55","15,733.69","440.87M","2.28%"
"Feb 02, 2014","15,794.08","15,697.69","15,798.51","15,340.69","593.04M","0.61%"
"Jan 26, 2014","15,698.85","15,879.05","15,945.89","15,617.55","555.42M","-1.14%"
"Jan 19, 2014","15,879.11","16,459.27","16,520.60","15,879.11","441.13M","-3.52%"
"Jan 12, 2014","16,458.56","16,434.03","16,505.28","16,240.60","583.76M","0.13%"
"Jan 05, 2014","16,437.05","16,474.04","16,562.32","16,378.61","443.10M","-0.20%"
"Dec 29, 2013","16,469.99","16,484.51","16,588.25","16,416.49","286.72M","-0.05%"
"Dec 22, 2013","16,478.41","16,225.25","16,529.01","16,225.25","209.96M","1.59%"
"Dec 15, 2013","16,221.14","15,759.60","16,287.84","15,759.60","712.75M","2.96%"
"Dec 08, 2013","15,755.36","16,019.49","16,058.40","15,703.79","467.45M","-1.65%"
"Dec 01, 2013","16,020.20","16,087.12","16,098.00","15,791.29","534.02M","-0.41%"
"Nov 24, 2013","16,086.41","16,072.09","16,174.51","16,055.46","336.41M","0.13%"
"Nov 17, 2013","16,064.77","15,962.72","16,068.78","15,865.37","423.77M","0.65%"
"Nov 10, 2013","15,961.70","15,759.28","15,962.98","15,672.00","480.88M","1.27%"
"Nov 03, 2013","15,761.78","15,621.20","15,797.68","15,522.18","478.14M","0.94%"
"Oct 27, 2013","15,615.55","15,569.19","15,721.00","15,533.48","474.41M","0.29%"
"Oct 20, 2013","15,570.28","15,401.32","15,570.60","15,362.66","490.26M","1.11%"
"Oct 13, 2013","15,399.65","15,231.33","15,412.97","15,136.38","530.86M","1.07%"
"Oct 06, 2013","15,237.11","15,069.30","15,237.30","14,719.43","477.77M","1.09%"
"Sep 29, 2013","15,072.58","15,249.82","15,249.82","14,947.03","457.28M","-1.22%"
"Sep 22, 2013","15,258.24","15,452.31","15,466.95","15,211.81","436.95M","-1.25%"
"Sep 15, 2013","15,451.09","15,381.36","15,709.58","15,381.36","851.55M","0.49%"
"Sep 08, 2013","15,376.06","14,927.19","15,380.97","14,927.19","486.60M","3.04%"
"Sep 01, 2013","14,922.50","14,801.55","15,009.84","14,777.48","474.10M","0.76%"
"Aug 25, 2013","14,810.31","15,014.58","15,049.98","14,760.41","555.07M","-1.33%"
"Aug 18, 2013","15,010.51","15,076.79","15,106.39","14,880.84","597.68M","-0.47%"
"Aug 11, 2013","15,081.47","15,415.22","15,504.14","15,054.38","533.84M","-2.23%"
"Aug 04, 2013","15,425.51","15,651.98","15,655.21","15,346.65","425.17M","-1.49%"
"Jul 28, 2013","15,658.36","15,557.14","15,658.43","15,479.13","565.80M","0.64%"
"Jul 21, 2013","15,558.83","15,543.97","15,604.22","15,405.16","526.98M","0.10%"
"Jul 14, 2013","15,543.74","15,459.69","15,589.40","15,415.71","697.18M","0.51%"
"Jul 07, 2013","15,464.30","15,137.22","15,498.39","15,137.22","606.23M","2.17%"
"Jun 30, 2013","15,135.84","14,911.60","15,137.51","14,858.93","392.74M","1.52%"
"Jun 23, 2013","14,909.60","14,795.79","15,075.01","14,551.27","771.49M","0.74%"
"Jun 16, 2013","14,799.40","15,078.71","15,340.09","14,688.43","942.56M","-1.80%"
"Jun 09, 2013","15,070.18","15,247.81","15,300.64","14,953.45","513.55M","-1.17%"
"Jun 02, 2013","15,248.12","15,123.55","15,304.98","14,844.22","701.45M","0.88%"
"May 26, 2013","15,115.57","15,307.33","15,521.49","15,115.57","574.68M","-1.23%"
"May 19, 2013","15,303.10","15,348.33","15,542.40","15,180.23","665.71M","-0.33%"
"May 12, 2013","15,354.40","15,113.42","15,357.40","15,053.46","663.75M","1.56%"
"May 05, 2013","15,118.49","14,973.96","15,144.83","14,941.09","543.68M","0.97%"
"Apr 28, 2013","14,973.96","14,712.55","15,009.59","14,687.05","568.99M","1.78%"
"Apr 21, 2013","14,712.55","14,547.51","14,768.05","14,457.60","680.75M","1.13%"
"Apr 14, 2013","14,547.51","14,865.06","14,865.06","14,444.03","821.27M","-2.14%"
"Apr 07, 2013","14,865.06","14,565.25","14,887.51","14,497.80","619.92M","2.06%"
"Mar 31, 2013","14,565.25","14,578.54","14,684.49","14,434.43","553.00M","-0.09%"
"Mar 24, 2013","14,578.54","14,512.03","14,585.10","14,395.00","467.26M","0.46%"
"Mar 17, 2013","14,512.03","14,514.11","14,546.82","14,382.09","574.94M","-0.01%"
"Mar 10, 2013","14,514.11","14,397.07","14,539.29","14,373.32","806.07M","0.81%"
"Mar 03, 2013","14,397.07","14,089.66","14,413.17","14,030.37","572.14M","2.18%"
"Feb 24, 2013","14,089.66","14,000.57","14,149.15","13,784.01","694.86M","0.64%"
"Feb 17, 2013","14,000.57","13,981.76","14,058.27","13,834.40","546.21M","0.13%"
"Feb 10, 2013","13,981.76","13,992.97","14,038.97","13,906.73","633.25M","-0.08%"
"Feb 03, 2013","13,992.97","14,009.79","14,022.62","13,852.20","610.76M","-0.12%"
"Jan 27, 2013","14,009.79","13,895.98","14,019.78","13,860.58","610.02M","0.82%"
"Jan 20, 2013","13,895.98","13,649.70","13,895.98","13,622.96","503.88M","1.80%"
"Jan 13, 2013","13,649.70","13,488.43","13,649.93","13,445.80","784.08M","1.20%"
"Jan 06, 2013","13,488.43","13,436.13","13,496.68","13,293.13","618.48M","0.40%"
"Dec 30, 2012","13,435.21","12,938.19","13,447.11","12,883.89","544.39M","3.84%"
"Dec 23, 2012","12,938.11","13,190.15","13,190.38","12,926.86","313.25M","-1.92%"
"Dec 16, 2012","13,190.84","13,135.17","13,365.86","13,122.53","977.99M","0.43%"
"Dec 09, 2012","13,135.01","13,154.89","13,329.44","13,118.46","589.35M","-0.15%"
"Dec 02, 2012","13,155.13","13,027.73","13,157.28","12,923.44","640.40M","0.99%"
"Nov 25, 2012","13,025.58","13,008.30","13,062.56","12,765.32","647.95M","0.12%"
"Nov 18, 2012","13,009.68","12,590.23","13,011.45","12,590.23","429.48M","3.35%"
"Nov 11, 2012","12,588.31","12,815.93","12,898.25","12,471.49","693.00M","-1.77%"
"Nov 04, 2012","12,815.39","13,092.28","13,290.75","12,743.39","635.33M","-2.12%"
"Oct 28, 2012","13,093.16","13,107.44","13,289.45","13,052.07","416.33M","-0.11%"
"Oct 21, 2012","13,107.21","13,344.28","13,368.55","13,039.86","603.99M","-1.77%"
"Oct 14, 2012","13,343.51","13,329.54","13,588.73","13,312.22","731.38M","0.11%"
"Oct 07, 2012","13,328.85","13,610.38","13,610.38","13,296.43","476.41M","-2.07%"
"Sep 30, 2012","13,610.15","13,437.66","13,661.87","13,424.92","522.64M","1.29%"
"Sep 23, 2012","13,437.13","13,577.85","13,620.21","13,367.27","644.28M","-1.05%"
"Sep 16, 2012","13,579.47","13,588.57","13,647.10","13,503.00","912.47M","-0.10%"
"Sep 09, 2012","13,593.37","13,308.56","13,653.24","13,251.39","677.18M","2.15%"
"Sep 02, 2012","13,306.64","13,092.15","13,320.27","12,977.09","467.33M","1.65%"
"Aug 26, 2012","13,090.84","13,157.74","13,176.17","12,978.91","478.99M","-0.51%"
"Aug 19, 2012","13,157.97","13,274.58","13,330.76","13,027.20","512.71M","-0.88%"
"Aug 12, 2012","13,275.20","13,204.93","13,281.32","13,112.94","482.23M","0.51%"
"Aug 05, 2012","13,207.95","13,099.88","13,215.97","13,094.96","435.41M","0.85%"
"Jul 29, 2012","13,096.17","13,075.35","13,133.18","12,778.90","576.15M","0.16%"
"Jul 22, 2012","13,075.66","12,820.45","13,117.74","12,521.84","691.75M","1.97%"
"Jul 15, 2012","12,822.57","12,776.33","12,977.57","12,645.10","693.44M","0.36%"
"Jul 08, 2012","12,777.09","12,772.02","12,830.29","12,492.25","607.17M","0.04%"
"Jul 01, 2012","12,772.47","12,879.71","12,961.30","12,702.99","368.06M","-0.84%"
"Jun 24, 2012","12,880.09","12,639.80","12,880.39","12,450.17","658.81M","1.89%"
"Jun 17, 2012","12,640.78","12,767.02","12,898.94","12,561.46","712.30M","-0.99%"
"Jun 10, 2012","12,767.17","12,553.81","12,774.70","12,398.48","771.13M","1.70%"
"Jun 03, 2012","12,554.20","12,119.85","12,555.26","12,035.09","618.47M","3.59%"
"May 27, 2012","12,118.57","12,454.83","12,611.61","12,107.48","598.41M","-2.70%"
"May 20, 2012","12,454.83","12,369.15","12,575.96","12,311.56","647.76M","0.69%"
"May 13, 2012","12,369.38","12,818.49","12,818.86","12,336.76","830.54M","-3.52%"
"May 06, 2012","12,820.60","13,035.85","13,049.09","12,748.48","696.18M","-1.67%"
"Apr 29, 2012","13,038.27","13,228.31","13,338.66","13,022.34","567.92M","-1.44%"
"Apr 22, 2012","13,228.31","13,028.20","13,266.68","12,845.58","627.16M","1.53%"
"Apr 15, 2012","13,029.26","12,850.88","13,131.36","12,850.80","701.73M","1.40%"
"Apr 08, 2012","12,849.59","13,057.57","13,057.72","12,710.56","650.85M","-1.61%"
"Apr 01, 2012","13,060.14","13,211.36","13,297.11","13,012.46","467.29M","-1.15%"
"Mar 25, 2012","13,212.04","13,082.62","13,264.98","13,032.67","700.35M","1.00%"
"Mar 18, 2012","13,080.73","13,231.94","13,269.71","13,002.77","655.63M","-1.15%"
"Mar 11, 2012","13,232.62","12,920.58","13,289.08","12,919.98","981.01M","2.40%"
"Mar 04, 2012","12,922.02","12,977.34","12,977.34","12,734.86","632.83M","-0.43%"
"Feb 26, 2012","12,977.57","12,981.13","13,055.75","12,882.59","674.05M","-0.04%"
"Feb 19, 2012","12,982.95","12,949.34","13,013.82","12,882.67","498.91M","0.26%"
"Feb 12, 2012","12,949.87","12,799.11","12,967.92","12,753.62","728.95M","1.16%"
"Feb 05, 2012","12,801.23","12,860.72","12,924.71","12,743.56","643.15M","-0.47%"
"Jan 29, 2012","12,862.23","12,659.17","12,869.95","12,529.41","699.20M","1.59%"
"Jan 22, 2012","12,660.46","12,720.25","12,841.95","12,580.12","708.08M","-0.47%"
"Jan 15, 2012","12,720.48","12,423.12","12,720.48","12,423.12","705.97M","2.40%"
"Jan 08, 2012","12,422.06","12,359.31","12,514.69","12,311.79","683.39M","0.50%"
"Jan 01, 2012","12,359.92","12,221.19","12,479.65","12,221.19","587.24M","1.17%"
"Dec 25, 2011","12,217.56","12,293.47","12,328.47","12,140.17","361.27M","-0.62%"
"Dec 18, 2011","12,294.00","11,866.54","12,297.44","11,735.19","695.63M","3.60%"
"Dec 11, 2011","11,866.39","12,181.08","12,181.38","11,786.47","1.01B","-2.61%"
"Dec 04, 2011","12,184.26","12,021.54","12,257.67","11,966.22","788.31M","1.37%"
"Nov 27, 2011","12,019.42","11,232.47","12,146.68","11,232.16","942.50M","7.01%"
"Nov 20, 2011","11,231.78","11,795.55","11,795.70","11,231.56","559.22M","-4.78%"
"Nov 13, 2011","11,796.16","12,153.00","12,170.56","11,676.35","782.01M","-2.94%"
"Nov 06, 2011","12,153.68","11,983.02","12,187.51","11,736.93","750.25M","1.42%"
"Oct 30, 2011","11,983.24","12,229.22","12,229.29","11,630.03","842.55M","-2.03%"
"Oct 23, 2011","12,231.11","11,807.96","12,284.31","11,682.52","922.31M","3.58%"
"Oct 16, 2011","11,808.79","11,643.35","11,812.46","11,296.12","941.45M","1.41%"
"Oct 09, 2011","11,644.49","11,104.56","11,646.83","11,104.56","743.33M","4.88%"
"Oct 02, 2011","11,103.12","10,912.10","11,232.05","10,404.49","1.11B","1.74%"
"Sep 25, 2011","10,913.38","10,771.78","11,369.30","10,771.78","1.02B","1.32%"
"Sep 18, 2011","10,771.48","11,506.67","11,550.22","10,597.14","1.07B","-6.41%"
"Sep 11, 2011","11,509.09","10,990.01","11,532.47","10,824.76","1.18B","4.70%"
"Sep 04, 2011","10,992.13","11,237.31","11,477.30","10,932.53","784.95M","-2.21%"
"Aug 28, 2011","11,240.26","11,286.65","11,716.84","11,211.35","942.14M","-0.39%"
"Aug 21, 2011","11,284.54","10,820.37","11,406.39","10,820.37","1.20B","4.32%"
"Aug 14, 2011","10,817.65","11,269.85","11,529.67","10,801.41","1.19B","-4.01%"
"Aug 07, 2011","11,269.02","11,433.93","11,434.09","10,604.07","1.93B","-1.53%"
"Jul 31, 2011","11,444.61","12,144.22","12,282.42","11,139.00","1.30B","-5.75%"
"Jul 24, 2011","12,143.24","12,679.72","12,679.95","12,083.45","836.29M","-4.24%"
"Jul 17, 2011","12,681.16","12,475.11","12,751.43","12,296.23","782.01M","1.61%"
"Jul 10, 2011","12,479.73","12,655.62","12,655.84","12,406.09","792.08M","-1.40%"
"Jul 03, 2011","12,657.20","12,583.00","12,753.89","12,539.21","540.21M","0.59%"
"Jun 26, 2011","12,582.77","11,934.66","12,596.13","11,934.05","793.54M","5.43%"
"Jun 19, 2011","11,934.58","12,004.28","12,217.33","11,874.94","886.57M","-0.58%"
"Jun 12, 2011","12,004.36","11,945.33","12,120.80","11,862.53","1.03B","0.44%"
"Jun 05, 2011","11,951.91","12,151.19","12,183.12","11,937.42","814.08M","-1.64%"
"May 29, 2011","12,151.26","12,443.40","12,574.29","12,104.03","705.42M","-2.33%"
"May 22, 2011","12,441.58","12,511.36","12,511.36","12,309.52","717.48M","-0.56%"
"May 15, 2011","12,512.04","12,594.77","12,642.90","12,378.84","893.71M","-0.66%"
"May 08, 2011","12,595.75","12,637.83","12,781.06","12,537.17","877.06M","-0.34%"
"May 01, 2011","12,638.74","12,810.16","12,876.00","12,521.28","881.46M","-1.34%"
"Apr 24, 2011","12,810.54","12,505.99","12,832.83","12,446.05","1.00B","2.44%"
"Apr 17, 2011","12,505.99","12,339.71","12,506.06","12,093.89","710.63M","1.33%"
"Apr 10, 2011","12,341.83","12,380.43","12,444.00","12,163.86","741.54M","-0.31%"
"Apr 03, 2011","12,380.05","12,374.60","12,450.93","12,320.72","720.76M","0.03%"
"Mar 27, 2011","12,376.72","12,221.19","12,419.71","12,173.51","726.18M","1.28%"
"Mar 20, 2011","12,220.59","11,860.11","12,259.79","11,860.11","654.39M","3.05%"
"Mar 13, 2011","11,858.52","12,042.13","12,042.13","11,555.48","1.18B","-1.54%"
"Mar 06, 2011","12,044.40","12,171.09","12,257.82","11,936.32","787.49M","-1.03%"
"Feb 27, 2011","12,169.88","12,130.45","12,283.10","12,018.63","854.61M","0.33%"
"Feb 20, 2011","12,130.45","12,389.74","12,389.82","11,983.17","753.75M","-2.10%"
"Feb 13, 2011","12,391.25","12,266.83","12,391.29","12,193.27","796.11M","0.96%"
"Feb 06, 2011","12,273.26","12,092.38","12,285.94","12,092.30","881.24M","1.50%"
"Jan 30, 2011","12,092.15","11,824.39","12,092.42","11,817.88","796.40M","2.27%"
"Jan 23, 2011","11,823.70","11,873.43","12,020.52","11,803.04","926.23M","-0.41%"
"Jan 16, 2011","11,871.84","11,783.82","11,905.48","11,744.77","799.92M","0.72%"
"Jan 09, 2011","11,787.38","11,672.34","11,794.15","11,573.87","815.17M","0.96%"
"Jan 02, 2011","11,674.76","11,577.43","11,742.68","11,577.35","933.84M","0.84%"
"Dec 26, 2010","11,577.51","11,572.81","11,625.00","11,518.44","438.87M","0.03%"
"Dec 19, 2010","11,573.49","11,491.30","11,580.84","11,442.68","467.66M","0.71%"
"Dec 12, 2010","11,491.91","11,406.16","11,519.04","11,405.33","1.01B","0.72%"
"Dec 05, 2010","11,410.32","11,381.33","11,450.89","11,327.49","770.67M","0.25%"
"Nov 28, 2010","11,382.09","11,083.75","11,388.87","10,929.28","949.34M","2.62%"
"Nov 21, 2010","11,092.00","11,201.66","11,206.05","10,992.17","552.35M","-1.00%"
"Nov 14, 2010","11,203.55","11,194.02","11,280.90","10,978.93","961.65M","0.10%"
"Nov 07, 2010","11,192.58","11,439.54","11,439.61","11,143.84","984.38M","-2.20%"
"Oct 31, 2010","11,444.08","11,120.30","11,451.53","11,062.33","924.45M","2.93%"
"Oct 24, 2010","11,118.49","11,133.40","11,247.60","11,020.82","840.14M","-0.13%"
"Oct 17, 2010","11,132.56","11,062.63","11,213.54","10,917.62","940.71M","0.63%"
"Oct 10, 2010","11,062.78","11,006.93","11,155.23","10,913.84","1.01B","0.51%"
"Oct 03, 2010","11,006.48","10,828.85","11,032.17","10,711.12","834.25M","1.63%"
"Sep 26, 2010","10,829.68","10,860.03","10,948.88","10,728.64","846.28M","-0.28%"
"Sep 19, 2010","10,860.26","10,608.08","10,865.78","10,608.08","848.55M","2.38%"
"Sep 12, 2010","10,607.85","10,458.60","10,650.16","10,458.60","1.09B","1.39%"
"Sep 05, 2010","10,462.77","10,446.80","10,476.62","10,332.40","619.70M","0.14%"
"Aug 29, 2010","10,447.93","10,145.58","10,451.15","9,941.84","930.15M","2.93%"
"Aug 22, 2010","10,150.65","10,215.51","10,304.70","9,936.62","964.63M","-0.62%"
"Aug 15, 2010","10,213.62","10,303.07","10,480.44","10,147.24","984.82M","-0.87%"
"Aug 08, 2010","10,303.15","10,654.62","10,719.94","10,268.71","961.80M","-3.29%"
"Aug 01, 2010","10,653.56","10,468.82","10,702.99","10,468.59","800.37M","1.79%"
"Jul 25, 2010","10,465.94","10,424.17","10,584.99","10,347.50","931.71M","0.40%"
"Jul 18, 2010","10,424.62","10,098.12","10,441.95","10,007.76","977.49M","3.24%"
"Jul 11, 2010","10,097.90","10,199.24","10,407.82","10,079.58","1.06B","-0.98%"
"Jul 04, 2010","10,198.03","9,689.21","10,201.77","9,659.01","763.31M","5.28%"
"Jun 27, 2010","9,686.48","10,143.05","10,201.93","9,614.32","1.15B","-4.51%"
"Jun 20, 2010","10,143.81","10,452.46","10,594.16","10,081.08","1.21B","-2.94%"
"Jun 13, 2010","10,450.64","10,211.83","10,483.44","10,186.21","1.07B","2.35%"
"Jun 06, 2010","10,211.07","9,931.75","10,215.98","9,757.55","1.11B","2.81%"
"May 30, 2010","9,931.97","10,133.94","10,315.21","9,889.88","856.21M","-2.02%"
"May 23, 2010","10,136.63","10,193.46","10,264.20","9,774.48","1.35B","-0.56%"
"May 16, 2010","10,193.39","10,616.98","10,718.86","9,918.82","1.53B","-4.02%"
"May 09, 2010","10,620.16","10,386.18","10,920.27","10,386.03","1.19B","2.31%"
"May 02, 2010","10,380.43","11,009.60","11,177.67","9,869.62","1.53B","-5.71%"
"Apr 25, 2010","11,008.61","11,205.11","11,258.01","10,965.38","1.14B","-1.75%"
"Apr 18, 2010","11,204.28","11,018.36","11,205.64","10,977.85","1.00B","1.68%"
"Apr 11, 2010","11,018.66","10,996.75","11,154.55","10,947.77","1.14B","0.19%"
"Apr 04, 2010","10,997.35","10,927.45","11,000.98","10,844.09","796.00M","0.64%"
"Mar 28, 2010","10,927.07","10,849.23","10,956.39","10,832.83","642.09M","0.71%"
"Mar 21, 2010","10,850.36","10,741.00","10,955.48","10,695.13","917.73M","1.01%"
"Mar 14, 2010","10,741.98","10,623.41","10,819.90","10,570.51","1.17B","1.10%"
"Mar 07, 2010","10,624.69","10,563.78","10,644.95","10,507.17","894.34M","0.55%"
"Feb 28, 2010","10,566.20","10,326.10","10,571.94","10,326.10","924.22M","2.33%"
"Feb 21, 2010","10,325.26","10,402.43","10,433.64","10,185.83","1.06B","-0.74%"
"Feb 14, 2010","10,402.35","10,100.81","10,438.55","10,100.81","855.23M","3.00%"
"Feb 07, 2010","10,099.14","10,005.43","10,161.57","9,904.09","1.12B","0.87%"
"Jan 31, 2010","10,012.23","10,068.99","10,314.84","9,835.09","1.25B","-0.55%"
"Jan 24, 2010","10,067.33","10,175.10","10,285.13","10,043.75","1.25B","-1.04%"
"Jan 17, 2010","10,172.98","10,608.37","10,729.89","10,157.64","1.02B","-4.12%"
"Jan 10, 2010","10,609.65","10,620.31","10,723.77","10,561.06","1.17B","-0.08%"
"Jan 03, 2010","10,618.19","10,430.69","10,619.40","10,430.69","944.47M","1.82%"
"Dec 27, 2009","10,428.05","10,517.91","10,580.33","10,423.13","443.00M","-0.87%"
"Dec 20, 2009","10,520.10","10,330.10","10,522.06","10,329.80","464.67M","1.85%"
"Dec 13, 2009","10,328.89","10,471.28","10,514.66","10,263.90","1.23B","-1.36%"
"Dec 06, 2009","10,471.50","10,386.86","10,484.05","10,235.63","982.83M","0.80%"
"Nov 29, 2009","10,388.90","10,309.77","10,516.70","10,263.29","1.28B","0.77%"
"Nov 22, 2009","10,309.92","10,320.13","10,495.61","10,231.25","606.47M","-0.08%"
"Nov 15, 2009","10,318.16","10,267.53","10,438.17","10,256.11","953.90M","0.46%"
"Nov 08, 2009","10,270.47","10,020.62","10,341.97","10,020.62","939.43M","2.46%"
"Nov 01, 2009","10,023.42","9,712.13","10,044.50","9,678.95","1.09B","3.20%"
"Oct 25, 2009","9,712.73","9,972.33","10,072.32","9,684.54","1.34B","-2.60%"
"Oct 18, 2009","9,972.18","9,996.67","10,119.47","9,916.78","1.19B","-0.24%"
"Oct 11, 2009","9,995.91","9,865.24","10,062.94","9,815.06","1.22B","1.33%"
"Oct 04, 2009","9,864.94","9,488.73","9,865.01","9,481.09","918.22M","3.98%"
"Sep 27, 2009","9,487.67","9,663.23","9,834.48","9,430.08","1.07B","-1.84%"
"Sep 20, 2009","9,665.19","9,818.61","9,917.99","9,641.01","992.03M","-1.58%"
"Sep 13, 2009","9,820.20","9,598.08","9,854.58","9,535.96","1.31B","2.24%"
"Sep 06, 2009","9,605.41","9,440.13","9,649.85","9,439.98","824.09M","1.74%"
"Aug 30, 2009","9,441.27","9,542.91","9,557.95","9,252.93","965.64M","-1.08%"
"Aug 23, 2009","9,544.20","9,506.18","9,630.20","9,459.40","888.89M","0.40%"
"Aug 16, 2009","9,505.96","9,313.85","9,519.11","9,116.52","987.80M","1.98%"
"Aug 09, 2009","9,321.40","9,368.41","9,424.11","9,216.88","848.56M","-0.52%"
"Aug 02, 2009","9,370.07","9,173.65","9,437.71","9,173.65","1.12B","2.16%"
"Jul 26, 2009","9,171.61","9,093.09","9,246.43","9,007.47","1.06B","0.86%"
"Jul 19, 2009","9,093.24","8,746.05","9,100.88","8,745.90","1.12B","3.99%"
"Jul 12, 2009","8,743.94","8,146.82","8,754.29","8,130.42","1.27B","7.33%"
"Jul 05, 2009","8,146.52","8,279.30","8,327.97","8,087.19","1.11B","-1.62%"
"Jun 28, 2009","8,280.74","8,440.13","8,580.47","8,280.74","792.22M","-1.87%"
